ID Cliente;ID Cidade;Primeiro Nome;Sobrenome;Estado Civil;Gênero;Email;Educação;Ocupação;Tipo Cliente;Nome Empresa;Data Nascimento
6793;666;Bridget;Andersen;M;F;bridget15@adventure-works.com;Bachelors;Clerical;Person;;22/12/1967
6794;576;Kathleen;Alvarez;M;F;kathleen6@adventure-works.com;Bachelors;Clerical;Person;;07/09/1967
6795;506;Theodore;Rowe;M;M;theodore22@adventure-works.com;Bachelors;Clerical;Person;;09/02/1966
6796;485;Jaime;Diaz;M;F;jaime3@adventure-works.com;Bachelors;Skilled Manual;Person;;01/08/1966
6797;569;Eduardo;Taylor;S;M;eduardo7@adventure-works.com;Partial High School;Manual;Person;;14/08/1965
6798;555;Ebony;Martinez;S;F;ebony18@adventure-works.com;High School;Manual;Person;;05/10/1965
6799;532;Robin;Ortega;S;F;robin17@adventure-works.com;High School;Manual;Person;;26/05/1965
6800;640;Alejandro;Guo;S;M;alejandro21@adventure-works.com;High School;Manual;Person;;02/04/1965
6801;459;Robyn;Alonso;S;F;robyn6@adventure-works.com;High School;Manual;Person;;10/01/1965
6802;524;Shannon;He;S;F;shannon17@adventure-works.com;High School;Manual;Person;;18/05/1965
6803;639;Erick;Arun;S;M;erick6@adventure-works.com;Partial High School;Manual;Person;;10/10/1964
6804;532;Renee;Hernandez;S;F;renee3@adventure-works.com;Partial High School;Manual;Person;;23/02/1964
6805;626;Melody;Torres;S;F;melody12@adventure-works.com;Partial High School;Manual;Person;;02/02/1964
6806;657;Carlos;Young;S;M;carlos46@adventure-works.com;High School;Manual;Person;;05/07/1964
6807;474;Omar;Kumar;M;M;omar27@adventure-works.com;High School;Manual;Person;;14/04/1964
6808;659;Philip;Sanz;S;M;philip19@adventure-works.com;High School;Manual;Person;;12/06/1964
6809;576;Raquel;Alvarez;S;F;raquel3@adventure-works.com;Partial High School;Manual;Person;;16/04/1963
6810;672;Josue;Blanco;S;M;josue2@adventure-works.com;Partial High School;Manual;Person;;26/02/1963
6811;567;Frederick;Prasad;M;M;frederick8@adventure-works.com;Partial High School;Manual;Person;;07/02/1963
6812;555;Stacy;Hernandez;M;F;stacy5@adventure-works.com;Bachelors;Professional;Person;;25/12/1966
6813;497;Casey;Nara;M;F;casey18@adventure-works.com;Bachelors;Professional;Person;;18/03/1966
6814;574;Jay;Nicholls;M;M;jay39@adventure-works.com;Partial College;Clerical;Person;;03/07/1963
6815;506;Michele;Pal;M;F;michele12@adventure-works.com;Partial College;Clerical;Person;;12/02/1963
6816;447;Ronnie;Ma;S;M;ronnie14@adventure-works.com;Partial College;Clerical;Person;;11/08/1962
6817;529;Kathryn;Raje;S;F;kathryn12@adventure-works.com;Partial College;Clerical;Person;;18/04/1934
6818;765;Felicia;Gutierrez;M;F;felicia10@adventure-works.com;Bachelors;Skilled Manual;Person;;16/05/1934
6819;687;Dale;Yuan;M;M;dale6@adventure-works.com;Bachelors;Skilled Manual;Person;;22/07/1965
6820;608;Arthur;Rana;M;M;arthur13@adventure-works.com;Bachelors;Skilled Manual;Person;;13/08/1965
6821;532;Emma;Morris;M;F;emma26@adventure-works.com;Bachelors;Skilled Manual;Person;;22/11/1965
6822;506;Marvin;Gill;M;M;marvin14@adventure-works.com;Bachelors;Skilled Manual;Person;;20/09/1964
6823;435;Michelle;Cooper;S;F;michelle18@adventure-works.com;Partial College;Clerical;Person;;15/04/1963
6824;557;Ramon;Gao;M;M;ramon13@adventure-works.com;Partial College;Clerical;Person;;13/06/1963
6825;586;Mario;Pal;S;M;mario10@adventure-works.com;Partial College;Clerical;Person;;02/05/1963
6826;640;Clayton;Li;M;M;clayton3@adventure-works.com;Bachelors;Skilled Manual;Person;;15/10/1963
6827;650;Paige;Morgan;S;F;paige37@adventure-works.com;Partial High School;Manual;Person;;02/06/1976
6828;564;Maria;Coleman;S;F;maria29@adventure-works.com;High School;Manual;Person;;17/11/1979
6829;506;Valerie;Zhou;M;F;valerie10@adventure-works.com;Bachelors;Skilled Manual;Person;;17/07/1963
6830;704;Audrey;Gutierrez;M;F;audrey12@adventure-works.com;Bachelors;Skilled Manual;Person;;21/08/1963
6831;624;Carlos;Scott;M;M;carlos43@adventure-works.com;Partial College;Clerical;Person;;01/10/1962
6832;540;Noah;Long;M;M;noah6@adventure-works.com;Partial College;Clerical;Person;;15/08/1962
6833;517;Cameron;Sharma;M;M;cameron26@adventure-works.com;Partial College;Clerical;Person;;11/12/1962
6834;483;Monique;Suarez;M;F;monique15@adventure-works.com;Bachelors;Skilled Manual;Person;;04/03/1962
6835;529;Michele;Gill;M;F;michele47@adventure-works.com;Bachelors;Skilled Manual;Person;;02/10/1962
6836;506;Francisco;Perez;M;M;francisco23@adventure-works.com;Partial College;Clerical;Person;;28/06/1978
6837;454;Jacquelyn;Ramos;S;F;jacquelyn18@adventure-works.com;High School;Manual;Person;;17/09/1977
6838;641;Mayra;Garcia;S;F;mayra15@adventure-works.com;Partial College;Clerical;Person;;13/07/1977
6839;638;Jill;Blanco;S;F;jill23@adventure-works.com;Partial High School;Manual;Person;;25/12/1975
6840;673;Christine;Chander;S;F;christine11@adventure-works.com;Partial High School;Manual;Person;;17/02/1975
6841;704;Larry;Hernandez;S;M;larry5@adventure-works.com;Partial High School;Manual;Person;;18/08/1975
6842;506;Walter;Navarro;S;M;walter3@adventure-works.com;Partial College;Clerical;Person;;09/09/1976
6843;624;Isaiah;Ward;S;M;isaiah11@adventure-works.com;Partial High School;Manual;Person;;24/10/1975
6844;661;Kelli;Shan;S;F;kelli33@adventure-works.com;Partial High School;Manual;Person;;01/03/1974
6845;506;Martha;Zeng;S;F;martha21@adventure-works.com;Partial High School;Manual;Person;;26/08/1974
6846;765;Ebony;Diaz;S;F;ebony25@adventure-works.com;Partial High School;Manual;Person;;20/08/1974
6847;592;Alejandro;Chavez;S;M;alejandro39@adventure-works.com;Partial College;Clerical;Person;;25/01/1975
6848;437;Logan;Lee;S;M;logan54@adventure-works.com;Partial College;Clerical;Person;;25/06/1975
6849;623;Jaime;Yuan;S;M;jaime30@adventure-works.com;Partial College;Clerical;Person;;25/06/1975
6850;506;Wesley;He;M;M;wesley18@adventure-works.com;Bachelors;Skilled Manual;Person;;28/12/1975
6851;616;Alvin;Shen;S;M;alvin24@adventure-works.com;Partial High School;Manual;Person;;03/07/1973
6852;639;Warren;Tang;S;M;warren0@adventure-works.com;Partial High School;Manual;Person;;16/03/1973
6853;586;Lindsey;Shan;M;F;lindsey11@adventure-works.com;Partial High School;Manual;Person;;07/08/1973
6854;483;Ernest;Chen;S;M;ernest2@adventure-works.com;Partial High School;Manual;Person;;06/05/1973
6855;662;Shannon;Gomez;S;M;shannon23@adventure-works.com;Partial College;Clerical;Person;;22/05/1974
6856;439;Ronald;Lopez;S;M;ronald19@adventure-works.com;Partial High School;Manual;Person;;19/03/1980
6857;590;Roger;Rai;S;M;roger45@adventure-works.com;Partial High School;Manual;Person;;26/12/1980
6858;480;Albert;Cabello;S;F;albert2@adventure-works.com;Partial High School;Manual;Person;;13/02/1980
6859;671;Dalton;Barnes;M;M;dalton48@adventure-works.com;High School;Skilled Manual;Person;;13/11/1961
6860;505;Wyatt;Gonzalez;M;M;wyatt37@adventure-works.com;Partial College;Skilled Manual;Person;;22/09/1961
6861;494;Noah;Diaz;M;M;noah19@adventure-works.com;Partial College;Skilled Manual;Person;;09/05/1961
6862;467;Melanie;Blue;S;F;melanie40@adventure-works.com;High School;Skilled Manual;Person;;27/08/1960
6863;678;Aaron;Baker;M;M;aaron40@adventure-works.com;High School;Skilled Manual;Person;;18/03/1960
6864;502;Bailey;Cooper;S;F;bailey15@adventure-works.com;Bachelors;Professional;Person;;19/04/1960
6865;535;Emily;Martinez;M;F;emily18@adventure-works.com;Partial College;Skilled Manual;Person;;27/08/1960
6866;647;Blake;Barnes;M;M;blake50@adventure-works.com;Partial College;Skilled Manual;Person;;03/11/1960
6867;625;Jack;Baker;M;M;jack43@adventure-works.com;Partial College;Skilled Manual;Person;;20/09/1960
6868;550;Stephanie;Sanchez;S;F;stephanie4@adventure-works.com;Partial College;Skilled Manual;Person;;06/01/1967
6869;582;Richard;Blue;S;M;richard95@adventure-works.com;Graduate Degree;Professional;Person;;08/03/1967
6870;430;Henry;Mehta;S;M;henry15@adventure-works.com;Graduate Degree;Professional;Person;;14/07/1967
6871;652;Melissa;Price;S;F;melissa19@adventure-works.com;Graduate Degree;Professional;Person;;14/07/1967
6872;573;Sydney;Patterson;M;F;sydney33@adventure-works.com;Partial College;Skilled Manual;Person;;21/07/1960
6873;495;Robert;Miller;M;M;robert65@adventure-works.com;Graduate Degree;Skilled Manual;Person;;16/09/1971
6874;437;Alejandro;She;M;M;alejandro26@adventure-works.com;Graduate Degree;Manual;Person;;06/05/1969
6875;529;Natasha;Alvarez;S;F;natasha5@adventure-works.com;Graduate Degree;Manual;Person;;15/01/1967
6876;674;Tommy;Anand;M;M;tommy19@adventure-works.com;Graduate Degree;Manual;Person;;04/03/1962
6877;674;Fernando;Harris;M;M;fernando12@adventure-works.com;Graduate Degree;Manual;Person;;11/01/1962
6878;542;Danny;Blanco;S;M;danny16@adventure-works.com;Bachelors;Manual;Person;;15/08/1962
6879;657;Gabrielle;Sanders;M;F;gabrielle21@adventure-works.com;Bachelors;Manual;Person;;11/04/1961
6880;497;Seth;Rivera;M;M;seth81@adventure-works.com;Bachelors;Manual;Person;;28/08/1961
6881;447;Sydney;Hall;M;F;sydney87@adventure-works.com;Graduate Degree;Clerical;Person;;02/01/1962
6882;506;Tamara;Wang;M;F;tamara32@adventure-works.com;Graduate Degree;Clerical;Person;;24/06/1961
6883;525;Drew;Deng;M;M;drew1@adventure-works.com;Graduate Degree;Clerical;Person;;22/09/1961
6884;672;Lori;Rubio;M;F;lori21@adventure-works.com;Graduate Degree;Clerical;Person;;03/09/1935
6885;666;Mayra;Schmidt;M;F;mayra10@adventure-works.com;Graduate Degree;Clerical;Person;;11/12/1936
6886;529;Julio;Carlson;M;M;julio19@adventure-works.com;Graduate Degree;Clerical;Person;;21/01/1962
6887;439;Bianca;Harrison;M;F;bianca15@adventure-works.com;Bachelors;Manual;Person;;19/08/1958
6888;506;Joel;Madan;M;M;joel7@adventure-works.com;Bachelors;Manual;Person;;20/10/1958
6889;439;Mandy;Liu;S;F;mandy5@adventure-works.com;Bachelors;Manual;Person;;11/08/1958
6890;501;Blake;Taylor;M;M;blake8@adventure-works.com;Bachelors;Manual;Person;;28/06/1958
6891;673;Derrick;Jiménez;M;M;derrick5@adventure-works.com;Partial College;Manual;Person;;03/02/1955
6892;503;Sharon;Lal;M;F;sharon15@adventure-works.com;Partial College;Manual;Person;;11/11/1955
6893;574;Ronnie;Xu;M;M;ronnie10@adventure-works.com;Bachelors;Clerical;Person;;28/06/1955
6894;569;Omar;Rai;M;M;omar38@adventure-works.com;Bachelors;Clerical;Person;;25/09/1955
6895;459;Hailey;Simmons;M;F;hailey35@adventure-works.com;Bachelors;Clerical;Person;;21/09/1955
6896;485;Allen;Subram;M;M;allen11@adventure-works.com;Partial College;Manual;Person;;07/02/1954
6897;705;Renee;Gutierrez;S;F;renee10@adventure-works.com;Partial College;Manual;Person;;08/11/1954
6898;661;Darrell;Kumar;S;M;darrell16@adventure-works.com;Bachelors;Clerical;Person;;03/05/1938
6899;474;Janet;Sanz;S;F;janet26@adventure-works.com;Bachelors;Clerical;Person;;20/06/1940
6900;529;Theresa;Moreno;M;F;theresa3@adventure-works.com;Bachelors;Clerical;Person;;10/04/1941
6901;529;Victoria;Snowden;S;F;victoria0@adventure-works.com;Partial College;Manual;Person;;06/08/1942
6902;491;Keith;Tang;M;M;keith6@adventure-works.com;Partial College;Manual;Person;;15/04/1942
6903;555;Ruth;Lopez;M;F;ruth21@adventure-works.com;Partial College;Manual;Person;;04/03/1942
6904;588;Bethany;Shen;M;F;bethany6@adventure-works.com;Bachelors;Clerical;Person;;12/02/1942
6905;699;Gina;Torres;S;F;gina12@adventure-works.com;Partial College;Manual;Person;;15/04/1980
6906;519;Calvin;Yuan;M;M;calvin7@adventure-works.com;Partial College;Manual;Person;;20/07/1980
6907;637;Jonathon;Vazquez;M;M;jonathon11@adventure-works.com;Partial College;Manual;Person;;09/02/1979
6908;706;Priscilla;Luo;M;F;priscilla5@adventure-works.com;Partial College;Manual;Person;;25/11/1978
6909;478;Warren;Yang;M;M;warren22@adventure-works.com;Partial College;Manual;Person;;13/01/1978
6910;518;Joanna;Ortega;S;F;joanna20@adventure-works.com;High School;Manual;Person;;02/05/1977
6911;512;Dustin;Nara;M;M;dustin17@adventure-works.com;High School;Manual;Person;;26/04/1977
6912;468;Pedro;Rodriguez;M;M;pedro19@adventure-works.com;High School;Manual;Person;;12/11/1976
6913;646;Louis;Zhou;M;M;louis2@adventure-works.com;High School;Manual;Person;;11/07/1976
6914;699;Lacey;Xu;S;F;lacey39@adventure-works.com;High School;Manual;Person;;03/03/1976
6915;628;Phillip;Suri;M;M;phillip1@adventure-works.com;Bachelors;Clerical;Person;;12/03/1979
6916;473;Aimee;Li;S;F;aimee3@adventure-works.com;High School;Manual;Person;;19/02/1978
6917;648;Tracy;Xu;S;F;tracy5@adventure-works.com;High School;Manual;Person;;14/03/1978
6918;596;Cristina;Raje;S;F;cristina12@adventure-works.com;Bachelors;Clerical;Person;;10/11/1978
6919;553;Suzanne;Zeng;M;F;suzanne23@adventure-works.com;Bachelors;Clerical;Person;;12/10/1978
6920;692;Bruce;Hernandez;S;M;bruce26@adventure-works.com;Bachelors;Clerical;Person;;09/03/1978
6921;519;Bradley;Yuan;S;M;bradley9@adventure-works.com;Bachelors;Clerical;Person;;16/03/1978
6922;568;Karen;Li;M;F;karen12@adventure-works.com;Bachelors;Clerical;Person;;24/04/1978
6923;646;Shane;Schmidt;M;M;shane13@adventure-works.com;Bachelors;Clerical;Person;;16/03/1978
6924;487;Cory;Malhotra;S;M;cory3@adventure-works.com;High School;Manual;Person;;06/07/1977
6925;699;Shawna;Lal;S;F;shawna9@adventure-works.com;High School;Manual;Person;;18/11/1977
6926;473;Bradley;Raji;S;M;bradley23@adventure-works.com;Bachelors;Clerical;Person;;20/09/1977
6927;553;Carolyn;Ramos;M;F;carolyn38@adventure-works.com;Bachelors;Clerical;Person;;04/11/1977
6928;706;Douglas;Patel;S;M;douglas6@adventure-works.com;Partial College;Manual;Person;;17/11/1977
6929;482;Terrence;She;M;M;terrence1@adventure-works.com;Partial College;Manual;Person;;03/08/1943
6930;513;Alfredo;Rubio;M;M;alfredo22@adventure-works.com;Partial College;Manual;Person;;07/12/1943
6931;529;Chelsea;Srini;M;F;chelsea9@adventure-works.com;Partial College;Manual;Person;;19/12/1961
6932;544;Jeffery;Zhao;M;M;jeffery11@adventure-works.com;Partial College;Manual;Person;;19/03/1961
6933;563;Barry;Srini;M;M;barry9@adventure-works.com;Graduate Degree;Clerical;Person;;14/06/1961
6934;654;Virginia;Prasad;M;F;virginia11@adventure-works.com;Graduate Degree;Clerical;Person;;04/05/1961
6935;480;Nelson;Gill;S;M;nelson12@adventure-works.com;Partial College;Manual;Person;;04/04/1960
6936;626;Misty;Jai;M;F;misty13@adventure-works.com;Partial College;Manual;Person;;22/07/1960
6937;447;Tonya;Deng;M;F;tonya1@adventure-works.com;Partial College;Manual;Person;;12/02/1960
6938;541;Heidi;Kapoor;M;F;heidi3@adventure-works.com;Graduate Degree;Clerical;Person;;18/11/1960
6939;504;Ruben;Gill;S;M;ruben37@adventure-works.com;High School;Manual;Person;;12/04/1959
6940;557;Kelli;Wang;S;F;kelli1@adventure-works.com;High School;Manual;Person;;04/07/1959
6941;483;Tommy;Yuan;M;M;tommy3@adventure-works.com;Partial College;Manual;Person;;08/03/1959
6942;640;David;Jenkins;M;M;david39@adventure-works.com;Partial College;Manual;Person;;06/12/1959
6943;640;Steven;Watson;M;M;steven10@adventure-works.com;Partial College;Manual;Person;;10/05/1959
6944;567;Joe;Romero;S;M;joe32@adventure-works.com;Graduate Degree;Clerical;Person;;19/01/1959
6945;476;Riley;Rivera;M;F;riley36@adventure-works.com;Partial College;Manual;Person;;16/02/1958
6946;483;Julio;Rubio;M;M;julio22@adventure-works.com;Graduate Degree;Clerical;Person;;05/03/1958
6947;641;Jocelyn;Washington;M;F;jocelyn14@adventure-works.com;Graduate Degree;Clerical;Person;;06/11/1958
6948;765;Erick;Srini;S;M;erick8@adventure-works.com;Graduate Degree;Clerical;Person;;02/11/1958
6949;705;Cheryl;Vazquez;S;F;cheryl17@adventure-works.com;Bachelors;Clerical;Person;;15/09/1959
6950;650;Sophia;Mitchell;M;F;sophia10@adventure-works.com;Graduate Degree;Clerical;Person;;22/05/1959
6951;616;Alberto;Ortega;M;M;alberto21@adventure-works.com;Bachelors;Clerical;Person;;19/11/1958
6952;481;Frederick;Malhotra;M;M;frederick4@adventure-works.com;High School;Manual;Person;;12/04/1970
6953;556;Brendan;Beck;S;M;brendan18@adventure-works.com;High School;Manual;Person;;18/05/1970
6954;529;Latoya;Raje;S;F;latoya12@adventure-works.com;High School;Manual;Person;;22/08/1970
6955;543;Shelby;Torres;S;F;shelby4@adventure-works.com;Partial College;Manual;Person;;17/01/1970
6956;542;Ronnie;Zhao;S;M;ronnie8@adventure-works.com;Partial College;Manual;Person;;02/11/1970
6957;657;Jaime;Gomez;S;M;jaime0@adventure-works.com;Bachelors;Clerical;Person;;27/09/1970
6958;548;Misty;Yuan;S;F;misty8@adventure-works.com;Bachelors;Clerical;Person;;22/09/1970
6959;506;Ricardo;Lal;M;M;ricardo8@adventure-works.com;Bachelors;Clerical;Person;;08/07/1970
6960;506;Ebony;Srini;M;F;ebony8@adventure-works.com;Bachelors;Clerical;Person;;25/03/1970
6961;525;Marie;Rodriguez;M;F;marie21@adventure-works.com;Graduate Degree;Clerical;Person;;21/09/1970
6962;654;Meghan;Blanco;S;F;meghan15@adventure-works.com;Partial College;Manual;Person;;14/11/1969
6963;506;Colin;Zhou;M;M;colin9@adventure-works.com;Bachelors;Clerical;Person;;16/08/1969
8246;667;Isaiah;King;M;M;isaiah43@adventure-works.com;Graduate Degree;Skilled Manual;Person;;27/02/1971
8247;495;Carlos;Campbell;M;M;carlos34@adventure-works.com;Graduate Degree;Skilled Manual;Person;;09/08/1971
8248;659;Michele;Martinez;M;F;michele31@adventure-works.com;Graduate Degree;Manual;Person;;07/05/1968
8249;483;Sheena;Black;M;F;sheena19@adventure-works.com;Graduate Degree;Manual;Person;;26/02/1962
8250;635;Chad;Andersen;M;M;chad15@adventure-works.com;Bachelors;Manual;Person;;03/12/1961
8251;586;Lacey;Wu;M;F;lacey19@adventure-works.com;Bachelors;Manual;Person;;02/01/1961
8252;590;Brett;Sai;M;M;brett5@adventure-works.com;Graduate Degree;Clerical;Person;;07/02/1961
8253;529;Jasmine;Brooks;M;F;jasmine38@adventure-works.com;Partial College;Manual;Person;;28/02/1956
8254;567;Gabrielle;Ross;S;F;gabrielle26@adventure-works.com;Bachelors;Clerical;Person;;22/03/1956
8255;437;Anibal;Sousa;S;M;anibal1@adventure-works.com;Bachelors;Clerical;Person;;07/11/1956
8256;544;Terrance;Sara;S;M;terrance7@adventure-works.com;Partial College;Manual;Person;;14/02/1955
8257;529;Abigail;Griffin;M;F;abigail46@adventure-works.com;Bachelors;Clerical;Person;;11/03/1955
8258;515;Dana;Jiménez;M;F;dana21@adventure-works.com;Partial College;Manual;Person;;16/01/1954
8259;506;Douglas;Mehta;M;M;douglas18@adventure-works.com;Partial College;Manual;Person;;21/05/1954
8260;662;Barbara;Lin;M;F;barbara17@adventure-works.com;Bachelors;Clerical;Person;;22/01/1937
8261;587;Latoya;Sharma;S;F;latoya8@adventure-works.com;Bachelors;Clerical;Person;;08/07/1939
8262;567;Heather;Wu;M;F;heather6@adventure-works.com;Bachelors;Clerical;Person;;26/05/1940
8263;447;Kari;Sanchez;M;F;kari20@adventure-works.com;Bachelors;Clerical;Person;;27/11/1942
8264;506;Nina;Chande;M;F;nina15@adventure-works.com;Bachelors;Clerical;Person;;07/11/1942
8265;699;Kristopher;Gonzalez;S;M;kristopher17@adventure-works.com;Partial College;Manual;Person;;21/09/1980
8266;596;Dale;Raji;M;M;dale19@adventure-works.com;Partial College;Manual;Person;;23/02/1979
8267;568;Grant;Xu;M;M;grant7@adventure-works.com;Partial College;Manual;Person;;06/10/1979
8268;599;Marshall;Raje;M;M;marshall34@adventure-works.com;Partial College;Manual;Person;;06/02/1979
8269;487;Alyssa;Ward;M;F;alyssa39@adventure-works.com;Partial College;Manual;Person;;11/11/1978
8270;568;Kathleen;Navarro;S;F;kathleen12@adventure-works.com;High School;Manual;Person;;23/03/1977
8271;531;Shawn;Shen;M;M;shawn4@adventure-works.com;Bachelors;Clerical;Person;;26/12/1979
8272;534;Kristopher;Fernandez;M;M;kristopher14@adventure-works.com;Bachelors;Clerical;Person;;15/05/1978
8273;544;Shaun;Andersen;M;M;shaun14@adventure-works.com;Partial College;Manual;Person;;19/01/1943
8274;545;Natalie;Henderson;M;F;natalie27@adventure-works.com;Partial College;Manual;Person;;24/01/1943
8275;513;Karen;Yang;M;F;karen14@adventure-works.com;Partial College;Manual;Person;;09/01/1943
8276;672;Gregory;Rai;M;M;gregory21@adventure-works.com;Partial College;Manual;Person;;21/12/1961
8277;530;Ruben;Sai;S;M;ruben6@adventure-works.com;Partial College;Manual;Person;;10/08/1961
8278;459;Billy;Jiménez;M;M;billy7@adventure-works.com;High School;Manual;Person;;27/07/1960
8279;485;Willie;Sun;S;M;willie11@adventure-works.com;Partial College;Manual;Person;;13/07/1960
8280;506;Omar;Xu;S;M;omar25@adventure-works.com;Partial College;Manual;Person;;05/03/1960
8281;529;Darrell;Andersen;M;M;darrell2@adventure-works.com;Partial College;Manual;Person;;27/08/1958
8282;544;Mallory;Carlson;S;F;mallory5@adventure-works.com;Partial College;Manual;Person;;17/04/1958
8283;702;Hailey;Wood;M;F;hailey23@adventure-works.com;Graduate Degree;Clerical;Person;;08/05/1958
8284;626;Adrian;Sanders;M;M;adrian4@adventure-works.com;Graduate Degree;Clerical;Person;;11/07/1958
8285;649;Briana;Romero;M;F;briana9@adventure-works.com;Graduate Degree;Clerical;Person;;10/04/1958
8286;641;Jacqueline;Howard;M;F;jacqueline35@adventure-works.com;Bachelors;Clerical;Person;;11/08/1960
8287;641;Kaitlyn;Butler;M;F;kaitlyn81@adventure-works.com;Bachelors;Clerical;Person;;02/03/1960
8288;529;Shane;Chandra;M;M;shane6@adventure-works.com;Bachelors;Clerical;Person;;27/07/1959
8289;765;Candice;Wang;M;F;candice9@adventure-works.com;Bachelors;Clerical;Person;;07/06/1959
8290;683;Johnathan;Patel;M;M;johnathan4@adventure-works.com;Bachelors;Clerical;Person;;26/10/1959
8291;705;Sergio;Prasad;S;M;sergio10@adventure-works.com;Bachelors;Clerical;Person;;06/05/1958
8292;705;Colleen;Wu;S;F;colleen7@adventure-works.com;High School;Manual;Person;;26/11/1970
8293;529;Micah;Lin;M;M;micah18@adventure-works.com;Bachelors;Clerical;Person;;07/12/1970
8294;543;Chloe;Watson;M;F;chloe62@adventure-works.com;Bachelors;Clerical;Person;;28/08/1970
8295;569;Stanley;Garcia;M;M;stanley16@adventure-works.com;Bachelors;Clerical;Person;;07/09/1970
8296;657;Katelyn;Green;S;F;katelyn38@adventure-works.com;High School;Manual;Person;;26/07/1969
8297;529;Jake;Zheng;S;M;jake17@adventure-works.com;Partial College;Manual;Person;;04/01/1969
8298;503;Cedric;Xie;S;M;cedric25@adventure-works.com;Bachelors;Clerical;Person;;21/08/1969
8299;639;Priscilla;Andersen;S;F;priscilla11@adventure-works.com;Graduate Degree;Skilled Manual;Person;;11/10/1969
8300;585;Carrie;Browning;M;F;carrie14@adventure-works.com;Graduate Degree;Skilled Manual;Person;;12/10/1969
8301;765;Clarence;Hu;M;M;clarence13@adventure-works.com;Partial College;Manual;Person;;10/04/1952
8302;449;Jamie;Liu;M;F;jamie6@adventure-works.com;Partial College;Manual;Person;;01/03/1952
8303;588;Brad;Xie;S;M;brad3@adventure-works.com;Partial College;Manual;Person;;11/08/1951
8304;543;Sylvia;Spencer;M;M;sylvia1@adventure-works.com;High School;Manual;Person;;11/10/1951
8305;569;Sara;Nelson;S;F;sara35@adventure-works.com;High School;Manual;Person;;10/07/1953
8306;587;Gabriella;Young;S;F;gabriella41@adventure-works.com;High School;Manual;Person;;22/02/1968
8307;528;Candace;Perez;M;F;candace19@adventure-works.com;High School;Manual;Person;;14/02/1968
8308;525;Micheal;Alonso;M;M;micheal3@adventure-works.com;Partial College;Manual;Person;;08/09/1968
8309;506;Casey;Rai;M;F;casey19@adventure-works.com;Bachelors;Clerical;Person;;18/04/1968
8310;615;Frank;Suarez;M;M;frank27@adventure-works.com;Bachelors;Clerical;Person;;22/11/1968
8311;529;Evelyn;Raman;M;F;evelyn13@adventure-works.com;Graduate Degree;Clerical;Person;;16/04/1968
8312;586;Dana;Rubio;M;F;dana14@adventure-works.com;Graduate Degree;Clerical;Person;;26/03/1968
8313;506;Valerie;Zheng;M;F;valerie21@adventure-works.com;Bachelors;Clerical;Person;;19/01/1968
8314;657;Charles;Baker;S;M;charles36@adventure-works.com;High School;Manual;Person;;11/03/1967
8315;569;Alvin;Beck;S;M;alvin41@adventure-works.com;Partial High School;Manual;Person;;16/03/1967
8316;528;Devon;Sharma;S;M;devon7@adventure-works.com;Partial College;Manual;Person;;03/09/1967
8317;437;Raymond;Srini;M;M;raymond10@adventure-works.com;Partial College;Manual;Person;;24/05/1967
8318;700;Sara;Scott;S;F;sara40@adventure-works.com;Partial College;Manual;Person;;16/03/1967
8319;503;Jamie;Dominguez;S;M;jamie35@adventure-works.com;Bachelors;Clerical;Person;;02/06/1967
8320;672;Darryl;Guo;S;M;darryl17@adventure-works.com;Bachelors;Clerical;Person;;02/02/1967
8321;503;Bethany;Deng;S;F;bethany5@adventure-works.com;High School;Manual;Person;;03/11/1966
8322;437;Clifford;Weber;M;M;clifford4@adventure-works.com;High School;Manual;Person;;12/08/1966
8323;506;Gerald;Romero;S;M;gerald17@adventure-works.com;High School;Manual;Person;;17/04/1966
8324;459;Jeremy;Rogers;M;M;jeremy45@adventure-works.com;Bachelors;Clerical;Person;;13/03/1967
8325;529;Tanya;Blanco;M;F;tanya12@adventure-works.com;Bachelors;Clerical;Person;;10/10/1967
8326;765;Kelli;Chen;M;F;kelli2@adventure-works.com;Bachelors;Clerical;Person;;15/03/1967
8327;476;Marcus;Robinson;M;M;marcus19@adventure-works.com;Bachelors;Clerical;Person;;14/09/1966
8328;650;Candace;Gonzalez;M;F;candace17@adventure-works.com;Bachelors;Skilled Manual;Person;;03/08/1966
8329;498;Shawn;Xu;S;M;shawn7@adventure-works.com;Partial High School;Manual;Person;;13/03/1965
8330;662;Nancy;Srini;S;F;nancy11@adventure-works.com;High School;Manual;Person;;20/10/1965
8331;765;Johnny;Shen;S;M;johnny3@adventure-works.com;High School;Manual;Person;;02/04/1965
8332;586;Jessie;Hu;S;M;jessie26@adventure-works.com;High School;Manual;Person;;03/09/1965
8333;747;Kelvin;Alan;M;M;kelvin19@adventure-works.com;Bachelors;Skilled Manual;Person;;18/07/1965
8334;641;Candace;Malhotra;M;F;candace4@adventure-works.com;Bachelors;Skilled Manual;Person;;14/07/1965
8335;698;Katherine;Baker;S;F;katherine64@adventure-works.com;Partial High School;Manual;Person;;06/04/1964
8336;504;Cedric;Ye;S;M;cedric10@adventure-works.com;High School;Manual;Person;;17/08/1964
8337;529;Ricardo;Andersen;S;M;ricardo13@adventure-works.com;High School;Manual;Person;;10/03/1964
8338;541;Bonnie;Luo;S;F;bonnie11@adventure-works.com;High School;Manual;Person;;15/12/1964
8339;476;Paula;Dominguez;M;F;paula15@adventure-works.com;Bachelors;Professional;Person;;06/04/1966
